task_id_list	station_id	score	willingness
T0000,T0016	C038	32.055	0.385
T0015,T0012	C038	43.621	0.670
T0033,T0004	C038	42.694	0.369
T0005,T0015	C038	41.482	0.503
T0008,T0020	C038	45.368	0.547
T0011,T0008	C038	21.133	0.762
T0005,T0000	C038	36.934	0.402
T0008,T0017	C038	48.223	0.408
T0020,T0034	C038	37.574	0.374
T0034,T0024	C038	35.398	0.621
T0018,T0019	C038	40.334	0.734
T0007,T0011	C038	41.355	0.767
T0032,T0006	C038	27.803	0.516
T0022,T0004	C038	21.604	0.746
T0025,T0020	C038	33.499	0.592
T0028,T0018	C038	27.610	0.755
T0007,T0034	C038	46.879	0.764
T0008,T0023	C038	18.559	0.733
T0034,T0020	C038	51.746	0.487
T0004,T0015	C038	25.375	0.794
T0000	C039	24.808	0.632
T0001	C039	24.459	0.604
T0003	C039	21.979	0.786
T0004	C039	19.911	0.649
T0005	C039	12.735	0.656
T0006	C039	16.021	0.586
T0007	C039	15.290	0.413
T0008	C039	22.058	0.642
T0009	C039	23.879	0.725
T0010	C039	17.692	0.550
T0012	C039	27.810	0.676
T0013	C039	11.446	0.518
T0014	C039	27.472	0.454
T0015	C039	22.846	0.626
T0016	C039	12.338	0.753
T0017	C039	15.828	0.682
T0018	C039	11.008	0.614
T0019	C039	22.182	0.381
T0020	C039	27.130	0.579
T0021	C039	8.170	0.372
T0022	C039	22.885	0.555
T0023	C039	12.302	0.830
T0024	C039	12.900	0.505
T0025	C039	18.010	0.508
T0026	C039	13.849	0.766
T0027	C039	10.197	0.774
T0028	C039	17.475	0.650
T0029	C039	15.244	0.730
T0030	C039	15.820	0.601
T0031	C039	25.986	0.420
T0032	C039	14.332	0.807
T0033	C039	17.860	0.706
T0034	C039	12.511	0.509
T0000,T0020	C039	27.401	0.724
T0013,T0018	C039	48.585	0.462
T0025,T0009	C039	18.056	0.749
T0001,T0014	C039	19.754	0.477
T0027,T0009	C039	39.024	0.640
T0014,T0010	C039	24.110	0.459
T0002,T0005	C039	25.216	0.733
T0002,T0005	C039	27.715	0.787
T0010,T0008	C039	20.944	0.630
T0019,T0006	C039	46.747	0.351
T0018,T0021	C039	43.460	0.367
T0008,T0032	C039	43.039	0.787
T0024,T0017	C039	41.422	0.711
T0007,T0009	C039	22.274	0.699
T0029,T0016	C039	23.395	0.592
T0001,T0012	C039	26.628	0.563
T0023,T0028	C039	18.316	0.727
T0023,T0033	C039	22.392	0.538
T0033,T0029	C039	44.140	0.570
T0002,T0012	C039	36.608	0.536
T0021,T0025	C039	18.999	0.736
T0013,T0029	C039	25.632	0.581
T0005,T0033	C039	25.363	0.394
T0024,T0028	C039	23.710	0.782
T0031,T0005	C039	29.763	0.401
T0011,T0025	C039	46.760	0.487
T0009,T0008	C039	45.583	0.415
T0008,T0012	C039	49.693	0.469
T0016,T0031	C039	51.983	0.487
T0025,T0005	C039	28.145	0.375
T0001	C040	26.066	0.491
T0002	C040	9.658	0.759
T0003	C040	19.838	0.804
T0004	C040	23.101	0.622
T0005	C040	24.103	0.439
T0006	C040	10.857	0.525
T0008	C040	15.631	0.718
T0009	C040	9.581	0.380
T0010	C040	26.666	0.443
T0012	C040	14.475	0.470
T0013	C040	11.833	0.447
T0014	C040	19.583	0.707
T0015	C040	23.883	0.651
T0016	C040	19.788	0.626
T0017	C040	15.855	0.470
T0018	C040	26.665	0.476
T0019	C040	17.365	0.703
T0020	C040	19.048	0.378
T0021	C040	24.521	0.416
T0022	C040	24.367	0.638
T0023	C040	15.945	0.356
T0024	C040	22.614	0.472
T0025	C040	19.343	0.831
T0026	C040	26.582	0.409
T0027	C040	27.508	0.400
T0028	C040	27.053	0.836
T0029	C040	20.103	0.771
T0030	C040	11.774	0.675
T0031	C040	14.389	0.355
T0032	C040	15.929	0.612
T0033	C040	27.669	0.524
T0034	C040	11.730	0.517
T0028,T0026	C040	50.282	0.630
T0014,T0004	C040	37.381	0.702
T0030,T0023	C040	36.690	0.568
T0028,T0031	C040	26.287	0.604
T0019,T0013	C040	46.167	0.369
T0021,T0016	C040	32.284	0.594
T0033,T0022	C040	32.261	0.588
T0009,T0033	C040	46.543	0.511
T0031,T0021	C040	43.911	0.765
T0021,T0002	C040	36.661	0.409
T0029,T0003	C040	21.087	0.767
T0024,T0008	C040	47.019	0.513
T0016,T0014	C040	38.095	0.455
T0020,T0000	C040	36.534	0.710
T0006,T0031	C040	43.800	0.500
T0022,T0026	C040	35.793	0.501
T0021,T0011	C040	45.560	0.708
T0031,T0023	C040	34.980	0.730
T0007,T0026	C040	25.643	0.356
T0031,T0007	C040	33.415	0.780
T0025,T0031	C040	20.448	0.664
T0022,T0033	C040	38.695	0.627
T0002,T0027	C040	24.546	0.565
T0011,T0008	C040	44.899	0.701
T0020,T0021	C040	38.370	0.498
T0015,T0005	C040	28.534	0.732
T0006,T0012	C040	40.913	0.749
T0015,T0003	C040	43.871	0.540
T0011,T0007	C040	33.081	0.539
T0008,T0006	C040	27.712	0.380
T0001	C041	17.447	0.831
T0003	C041	13.087	0.446
T0004	C041	19.900	0.609
T0005	C041	18.592	0.507
T0006	C041	26.983	0.375
T0007	C041	10.791	0.724
T0008	C041	24.777	0.685
T0010	C041	19.913	0.837
T0011	C041	14.758	0.402
T0013	C041	26.466	0.817
T0014	C041	26.977	0.654
T0015	C041	19.919	0.461
T0016	C041	22.861	0.576
T0017	C041	19.181	0.482
T0018	C041	25.523	0.659
T0019	C041	24.339	0.568
T0020	C041	16.642	0.529
T0021	C041	25.688	0.499
T0022	C041	12.307	0.354
T0023	C041	23.526	0.515
T0025	C041	14.420	0.730
T0026	C041	10.806	0.806
T0027	C041	13.485	0.539
T0028	C041	18.545	0.497
T0029	C041	20.618	0.709
T0030	C041	15.930	0.779
T0031	C041	10.585	0.359
T0032	C041	18.462	0.464
T0033	C041	8.072	0.368
T0004,T0025	C041	40.296	0.579
T0034,T0014	C041	46.579	0.639
T0009,T0027	C041	21.959	0.720
T0020,T0017	C041	49.307	0.706
T0025,T0003	C041	35.808	0.702
T0003,T0020	C041	36.334	0.606
T0021,T0020	C041	30.975	0.657
T0000,T0023	C041	23.557	0.637
T0024,T0017	C041	43.576	0.527
T0030,T0009	C041	29.665	0.454
T0006,T0009	C041	32.021	0.362
T0024,T0005	C041	27.895	0.442
T0029,T0020	C041	18.979	0.461
T0021,T0009	C041	23.920	0.568
T0017,T0020	C041	41.396	0.583
T0017,T0005	C041	32.191	0.668
T0034,T0019	C041	49.861	0.508
T0001,T0014	C041	34.704	0.626
T0031,T0010	C041	33.167	0.555
T0031,T0023	C041	21.763	0.558
T0013,T0021	C041	19.852	0.472
T0018,T0030	C041	27.978	0.610
T0023,T0010	C041	51.411	0.408
T0014,T0024	C041	23.814	0.550
T0018,T0033	C041	48.108	0.382
T0001,T0007	C041	32.823	0.568
T0009,T0027	C041	25.872	0.558
T0004,T0026	C041	41.780	0.771
T0030,T0009	C041	48.041	0.748
T0008,T0010	C041	23.155	0.799
T0000	C042	25.264	0.720
T0001	C042	10.151	0.500
T0003	C042	13.848	0.397
T0004	C042	13.908	0.644
T0005	C042	24.173	0.546
T0006	C042	11.980	0.708
T0007	C042	17.410	0.754
T0008	C042	24.794	0.460
T0009	C042	13.263	0.710
T0010	C042	15.200	0.537
T0011	C042	10.830	0.832
T0012	C042	27.176	0.440
T0013	C042	14.201	0.738
T0014	C042	8.744	0.579
T0015	C042	22.126	0.745
T0016	C042	23.883	0.520
T0017	C042	11.110	0.634
T0018	C042	23.089	0.430
T0019	C042	14.273	0.635
T0020	C042	25.886	0.589
T0021	C042	12.208	0.690
T0022	C042	8.115	0.698
T0023	C042	10.142	0.826
T0024	C042	25.861	0.635
T0025	C042	13.677	0.609
T0027	C042	12.282	0.531
T0028	C042	8.882	0.574
T0029	C042	11.895	0.622
T0030	C042	25.306	0.654
T0031	C042	27.495	0.744
T0032	C042	16.577	0.593
T0033	C042	22.391	0.784
T0034	C042	8.829	0.658
T0020,T0019	C042	38.359	0.438
T0031,T0006	C042	27.529	0.352
T0001,T0033	C042	20.583	0.450
T0024,T0031	C042	51.567	0.526
T0015,T0023	C042	45.427	0.480
T0021,T0009	C042	32.007	0.732
T0003,T0011	C042	51.636	0.706
T0032,T0019	C042	49.973	0.411
T0024,T0031	C042	44.783	0.694
T0007,T0033	C042	39.835	0.551
T0011,T0000	C042	43.750	0.667
T0017,T0011	C042	19.634	0.373
T0016,T0023	C042	50.048	0.436
T0024,T0012	C042	19.077	0.729
T0026,T0027	C042	18.298	0.786
T0026,T0022	C042	48.848	0.753
T0011,T0000	C042	46.046	0.422
T0008,T0030	C042	46.710	0.490
T0016,T0006	C042	19.269	0.398
T0017,T0020	C042	35.985	0.773
T0011,T0028	C042	27.827	0.518
T0020,T0022	C042	44.764	0.591
T0018,T0002	C042	32.427	0.574
T0006,T0008	C042	46.755	0.494
T0021,T0004	C042	27.322	0.420
T0006,T0010	C042	31.684	0.671
T0005,T0022	C042	47.839	0.366
T0029,T0020	C042	35.370	0.645
T0031,T0025	C042	49.575	0.707
T0025,T0034	C042	50.775	0.505
T0000	C043	16.040	0.455
T0001	C043	23.791	0.444
T0002	C043	13.681	0.639
T0003	C043	10.311	0.593
T0004	C043	20.929	0.689
T0005	C043	12.612	0.502
T0006	C043	25.853	0.787
T0007	C043	15.878	0.579
T0008	C043	17.205	0.825
T0009	C043	15.887	0.448
T0010	C043	14.029	0.594
T0011	C043	21.812	0.607
T0012	C043	22.429	0.722
T0013	C043	13.018	0.649
T0014	C043	26.737	0.710
T0015	C043	15.227	0.389
T0016	C043	23.461	0.409
T0017	C043	21.712	0.585
T0018	C043	16.229	0.841
T0019	C043	14.427	0.618
T0020	C043	17.009	0.759
T0021	C043	24.371	0.476
T0022	C043	18.870	0.642
T0023	C043	24.245	0.574
T0024	C043	25.099	0.628
T0025	C043	22.798	0.661
T0026	C043	9.118	0.517
T0027	C043	20.723	0.460
T0028	C043	10.726	0.437
T0029	C043	17.107	0.582
T0030	C043	18.565	0.477
T0031	C043	9.134	0.425
T0032	C043	11.334	0.582
T0033	C043	22.701	0.788
T0034	C043	9.436	0.833
T0005,T0008	C043	40.099	0.690
T0030,T0009	C043	38.403	0.599
T0007,T0021	C043	46.869	0.546
T0032,T0031	C043	46.856	0.521
T0016,T0006	C043	19.067	0.442
T0008,T0010	C043	28.509	0.509
T0014,T0005	C043	32.753	0.397
T0023,T0018	C043	27.892	0.777
T0026,T0032	C043	27.184	0.371
T0018,T0004	C043	41.375	0.410
T0003,T0018	C043	30.372	0.697
T0007,T0020	C043	36.973	0.775
T0024,T0007	C043	42.754	0.645
T0001,T0025	C043	43.899	0.437
T0006,T0025	C043	20.293	0.595
T0006,T0020	C043	46.827	0.537
T0027,T0001	C043	24.208	0.542
T0022,T0020	C043	19.564	0.787
T0019,T0002	C043	40.010	0.711
T0009,T0017	C043	22.253	0.776
T0006,T0020	C043	23.728	0.639
T0019,T0017	C043	31.868	0.618
T0029,T0003	C043	28.332	0.751
T0030,T0019	C043	48.043	0.687
T0034,T0002	C043	49.353	0.364
T0027,T0007	C043	23.119	0.787
T0010,T0024	C043	18.435	0.529
T0004,T0028	C043	35.189	0.402
T0005,T0002	C043	42.973	0.673
T0023,T0012	C043	43.648	0.556
T0000	C044	10.796	0.829
T0001	C044	22.383	0.773
T0002	C044	21.687	0.618
T0003	C044	21.042	0.603
T0004	C044	10.584	0.388
T0005	C044	27.055	0.625
T0006	C044	14.674	0.370
T0007	C044	22.575	0.424
T0008	C044	11.917	0.731
T0009	C044	15.813	0.730
T0010	C044	15.927	0.784
T0011	C044	24.200	0.545
T0012	C044	19.788	0.613
T0013	C044	27.782	0.815
T0014	C044	23.605	0.707
T0015	C044	17.858	0.561
T0016	C044	15.949	0.511
T0017	C044	10.841	0.480
T0018	C044	27.995	0.612
T0019	C044	14.432	0.710
T0020	C044	19.800	0.701
T0021	C044	15.835	0.727
T0022	C044	23.179	0.488
T0023	C044	18.155	0.502
T0024	C044	9.463	0.559
T0025	C044	14.646	0.397
T0026	C044	23.900	0.478
T0027	C044	27.416	0.810
T0028	C044	15.355	0.643
T0029	C044	26.426	0.842
T0030	C044	16.521	0.561
T0031	C044	17.290	0.782
T0032	C044	26.193	0.691
T0033	C044	20.067	0.375
T0034	C044	11.000	0.791
T0020,T0005	C044	51.075	0.748
T0023,T0016	C044	33.580	0.614
T0026,T0008	C044	48.563	0.448
T0033,T0009	C044	51.853	0.429
T0000,T0003	C044	45.318	0.727
T0031,T0025	C044	39.812	0.652
T0005,T0030	C044	29.210	0.360
T0010,T0022	C044	22.607	0.618
T0024,T0022	C044	40.867	0.742
T0005,T0012	C044	31.551	0.795
T0024,T0017	C044	44.290	0.785
T0034,T0019	C044	21.369	0.751
T0006,T0000	C044	31.837	0.522
T0025,T0028	C044	33.053	0.671
T0005,T0001	C044	29.451	0.486
T0009,T0004	C044	31.764	0.451
T0000,T0014	C044	32.572	0.620
T0003,T0009	C044	18.389	0.479
T0016,T0029	C044	31.716	0.537
T0011,T0018	C044	40.057	0.547
T0015,T0027	C044	26.945	0.669
T0011,T0003	C044	24.036	0.762
T0003,T0014	C044	46.868	0.561
T0002,T0023	C044	22.059	0.667
T0009,T0004	C044	27.034	0.455
T0034,T0012	C044	31.922	0.632
T0020,T0003	C044	28.716	0.383
T0022,T0024	C044	33.777	0.604
T0015,T0019	C044	23.463	0.504
T0029,T0032	C044	44.778	0.399
T0000	C045	14.584	0.697
T0001	C045	11.737	0.485
T0002	C045	22.246	0.806
T0003	C045	9.308	0.754
T0004	C045	22.359	0.595
T0005	C045	8.614	0.463
T0006	C045	17.195	0.791
T0007	C045	18.676	0.842
T0008	C045	16.018	0.617
T0009	C045	25.421	0.425
T0010	C045	13.422	0.541
T0011	C045	13.790	0.436
T0012	C045	20.525	0.390
T0014	C045	12.462	0.491
T0015	C045	17.806	0.802
T0016	C045	19.484	0.662
T0017	C045	15.105	0.572
T0018	C045	23.537	0.590
T0019	C045	15.156	0.758
T0020	C045	15.815	0.669
T0021	C045	20.961	0.693
T0022	C045	16.344	0.778
T0023	C045	18.602	0.523
T0024	C045	15.818	0.522
T0026	C045	27.974	0.517
T0027	C045	15.311	0.783
T0028	C045	21.601	0.438
T0029	C045	13.394	0.807
T0030	C045	27.056	0.633
T0031	C045	19.020	0.815
T0032	C045	24.485	0.633
T0033	C045	10.799	0.766
T0034	C045	20.967	0.502
T0014,T0033	C045	42.073	0.516
T0032,T0007	C045	46.555	0.663
T0024,T0021	C045	50.482	0.758
T0027,T0032	C045	28.155	0.516
T0013,T0022	C045	38.218	0.560
T0008,T0001	C045	34.095	0.789
T0027,T0022	C045	28.082	0.654
T0025,T0026	C045	18.077	0.407
T0028,T0030	C045	33.927	0.549
T0001,T0006	C045	42.365	0.566
T0003,T0031	C045	28.940	0.563
T0033,T0014	C045	43.286	0.484
T0015,T0027	C045	21.183	0.483
T0006,T0027	C045	27.848	0.446
T0001,T0017	C045	27.363	0.685
T0010,T0001	C045	40.669	0.374
T0029,T0033	C045	32.467	0.720
T0034,T0004	C045	29.963	0.573
T0030,T0011	C045	48.763	0.388
T0029,T0001	C045	18.353	0.532
T0029,T0008	C045	46.414	0.558
T0034,T0027	C045	29.236	0.358
T0011,T0010	C045	47.948	0.369
T0018,T0007	C045	35.136	0.366
T0021,T0011	C045	47.227	0.594
T0010,T0006	C045	41.741	0.534
T0028,T0007	C045	33.877	0.672
T0009,T0023	C045	29.294	0.749
T0009,T0016	C045	22.211	0.616
T0015,T0012	C045	32.957	0.440
T0000	C046	22.747	0.693
T0001	C046	8.944	0.641
T0002	C046	22.323	0.624
T0004	C046	21.105	0.764
T0005	C046	13.816	0.381
T0006	C046	21.315	0.666
T0007	C046	17.102	0.810
T0008	C046	10.798	0.826
T0009	C046	25.925	0.843
T0010	C046	11.109	0.596
T0011	C046	15.749	0.743
T0012	C046	27.406	0.456
T0013	C046	24.596	0.467
T0014	C046	13.477	0.555
T0015	C046	12.931	0.762
T0018	C046	8.515	0.570
T0019	C046	18.942	0.830
T0021	C046	13.225	0.551
T0022	C046	15.877	0.726
T0023	C046	11.702	0.619
T0024	C046	20.914	0.405
T0025	C046	12.582	0.756
T0026	C046	16.871	0.789
T0027	C046	16.974	0.840
T0028	C046	18.793	0.674
T0029	C046	20.580	0.561
T0030	C046	19.135	0.713
T0031	C046	21.944	0.545
T0032	C046	15.272	0.513
T0033	C046	23.383	0.612
T0034	C046	22.089	0.383
T0008,T0034	C046	19.385	0.741
T0032,T0027	C046	50.877	0.737
T0026,T0021	C046	36.011	0.514
T0013,T0029	C046	39.324	0.583
T0001,T0023	C046	35.461	0.684
T0031,T0014	C046	32.292	0.771
T0033,T0006	C046	42.672	0.654
T0015,T0014	C046	26.658	0.671
T0018,T0017	C046	38.248	0.699
T0002,T0001	C046	46.567	0.586
T0015,T0019	C046	28.447	0.600
T0032,T0011	C046	31.977	0.429
T0022,T0025	C046	21.001	0.483
T0023,T0011	C046	22.957	0.624
T0019,T0015	C046	44.150	0.458
T0000,T0010	C046	49.352	0.651
T0013,T0014	C046	42.899	0.627
T0024,T0006	C046	41.558	0.692
T0013,T0020	C046	32.759	0.767
T0033,T0022	C046	34.720	0.589
T0011,T0031	C046	33.031	0.479
T0001,T0027	C046	38.807	0.534
T0025,T0016	C046	31.611	0.567
T0009,T0001	C046	21.465	0.496
T0018,T0027	C046	30.584	0.593
T0008,T0004	C046	31.999	0.744
T0017,T0026	C046	49.101	0.454
T0003,T0014	C046	22.425	0.643
T0034,T0033	C046	30.554	0.670
T0014,T0034	C046	38.671	0.538
T0000	C047	23.512	0.442
T0001	C047	23.223	0.568
T0002	C047	12.101	0.420
T0003	C047	15.416	0.631
T0004	C047	13.324	0.432
T0005	C047	16.658	0.426
T0006	C047	11.082	0.465
T0007	C047	19.192	0.739
T0008	C047	26.497	0.701
T0009	C047	16.437	0.568
T0010	C047	13.249	0.785
T0011	C047	26.017	0.767
T0013	C047	16.456	0.767
T0014	C047	12.895	0.360
T0015	C047	19.002	0.456
T0016	C047	20.658	0.436
T0017	C047	25.445	0.560
T0018	C047	19.415	0.498
T0019	C047	22.186	0.630
T0020	C047	12.944	0.712
T0021	C047	15.034	0.643
T0022	C047	17.304	0.640
T0023	C047	20.099	0.621
T0024	C047	10.374	0.557
T0025	C047	18.925	0.647
T0026	C047	25.707	0.654
T0027	C047	10.309	0.786
T0029	C047	24.552	0.625
T0030	C047	11.207	0.590
T0031	C047	23.886	0.797
T0032	C047	26.899	0.536
T0033	C047	16.524	0.620
T0034	C047	12.668	0.363
T0012,T0011	C047	37.245	0.411
T0033,T0034	C047	44.258	0.451
T0026,T0003	C047	32.230	0.461
T0024,T0011	C047	49.394	0.441
T0002,T0022	C047	36.270	0.508
T0025,T0022	C047	27.699	0.661
T0023,T0018	C047	49.107	0.571
T0030,T0019	C047	19.036	0.549
T0000,T0023	C047	39.694	0.392
T0033,T0021	C047	42.927	0.374
T0000,T0007	C047	19.552	0.719
T0032,T0005	C047	42.185	0.636
T0030,T0004	C047	28.505	0.780
T0005,T0000	C047	19.935	0.621
T0028,T0033	C047	49.065	0.508
T0007,T0017	C047	22.527	0.627
T0013,T0025	C047	33.640	0.706
T0021,T0027	C047	29.584	0.472
T0023,T0017	C047	38.166	0.475
T0011,T0004	C047	37.390	0.486
T0000,T0034	C047	22.009	0.723
T0018,T0001	C047	27.526	0.772
T0028,T0033	C047	30.506	0.759
T0019,T0018	C047	42.066	0.502
T0006,T0016	C047	41.952	0.779
T0025,T0020	C047	49.669	0.760
T0023,T0034	C047	18.106	0.354
T0001,T0011	C047	36.949	0.362
T0030,T0020	C047	39.040	0.593
T0013,T0031	C047	46.511	0.788
T0000	C048	26.640	0.836
T0001	C048	18.870	0.557
T0002	C048	11.362	0.463
T0003	C048	18.887	0.845
T0004	C048	8.078	0.544
T0005	C048	9.917	0.609
T0006	C048	24.782	0.514
T0007	C048	27.050	0.836
T0008	C048	14.769	0.675
T0009	C048	21.605	0.688
T0010	C048	22.322	0.526
T0011	C048	9.997	0.627
T0012	C048	13.643	0.499
T0013	C048	16.330	0.837
T0014	C048	18.983	0.550
T0015	C048	24.282	0.611
T0016	C048	15.022	0.443
T0017	C048	9.786	0.492
T0018	C048	16.313	0.636
T0019	C048	23.116	0.576
T0020	C048	16.604	0.747
T0021	C048	10.417	0.624
T0022	C048	22.934	0.535
T0023	C048	8.675	0.843
T0024	C048	13.028	0.815
T0025	C048	16.212	0.566
T0026	C048	23.648	0.837
T0027	C048	9.690	0.458
T0028	C048	13.382	0.660
T0029	C048	9.986	0.484
T0030	C048	19.743	0.550
T0031	C048	9.124	0.459
T0032	C048	9.159	0.601
T0033	C048	8.047	0.494
T0034	C048	20.197	0.718
T0031,T0027	C048	25.419	0.391
T0016,T0029	C048	39.648	0.599
T0004,T0030	C048	40.642	0.567
T0031,T0015	C048	51.951	0.487
T0031,T0014	C048	36.840	0.487
T0011,T0026	C048	49.536	0.428
T0008,T0016	C048	44.893	0.603
T0005,T0006	C048	51.838	0.705
T0012,T0015	C048	19.949	0.427
T0002,T0032	C048	32.000	0.615
T0002,T0008	C048	19.826	0.578
T0022,T0028	C048	41.739	0.502
T0033,T0025	C048	29.383	0.499
T0014,T0026	C048	44.211	0.530
T0016,T0024	C048	23.672	0.385
T0024,T0034	C048	41.991	0.389
T0018,T0025	C048	48.294	0.505
T0002,T0010	C048	36.058	0.469
T0002,T0014	C048	37.420	0.770
T0034,T0032	C048	40.614	0.376
T0019,T0015	C048	37.781	0.537
T0013,T0022	C048	20.300	0.739
T0019,T0016	C048	33.982	0.743
T0009,T0000	C048	39.388	0.455
T0007,T0019	C048	31.017	0.578
T0020,T0024	C048	29.943	0.779
T0032,T0031	C048	35.219	0.575
T0027,T0007	C048	49.240	0.709
T0018,T0032	C048	30.225	0.661
T0010,T0013	C048	26.702	0.437
T0000	C049	26.167	0.849
T0001	C049	18.078	0.723
T0002	C049	16.827	0.610
T0003	C049	12.840	0.522
T0004	C049	21.184	0.471
T0005	C049	25.491	0.741
T0007	C049	11.902	0.594
T0008	C049	24.127	0.464
T0009	C049	19.783	0.356
T0010	C049	22.831	0.683
T0011	C049	19.421	0.614
T0012	C049	9.704	0.721
T0013	C049	16.698	0.735
T0014	C049	21.832	0.754
T0016	C049	26.840	0.576
T0017	C049	22.741	0.399
T0018	C049	9.783	0.716
T0019	C049	15.530	0.486
T0020	C049	20.815	0.499
T0021	C049	11.707	0.751
T0022	C049	23.319	0.658
T0024	C049	17.277	0.645
T0025	C049	13.708	0.503
T0026	C049	24.359	0.833
T0027	C049	18.096	0.547
T0028	C049	20.981	0.822
T0029	C049	15.676	0.489
T0030	C049	23.607	0.564
T0031	C049	9.057	0.598
T0032	C049	13.545	0.722
T0033	C049	21.204	0.648
T0034	C049	21.490	0.642
T0032,T0029	C049	30.054	0.758
T0005,T0021	C049	22.131	0.537
T0006,T0012	C049	46.451	0.762
T0013,T0030	C049	47.720	0.694
T0026,T0025	C049	40.177	0.612
T0029,T0013	C049	27.747	0.430
T0014,T0006	C049	38.613	0.658
T0016,T0025	C049	31.102	0.531
T0027,T0021	C049	33.599	0.529
T0014,T0009	C049	33.711	0.449
T0032,T0006	C049	51.672	0.400
T0032,T0022	C049	26.824	0.389
T0025,T0021	C049	31.009	0.385
T0013,T0021	C049	45.434	0.412
T0026,T0028	C049	30.434	0.593
T0034,T0021	C049	40.754	0.780
T0029,T0031	C049	38.777	0.532
T0028,T0007	C049	18.424	0.528
T0010,T0005	C049	35.830	0.666
T0033,T0031	C049	34.219	0.627
T0013,T0014	C049	18.281	0.606
T0034,T0024	C049	30.267	0.559
T0015,T0004	C049	44.917	0.738
T0017,T0025	C049	37.195	0.557
T0008,T0034	C049	42.939	0.589
T0020,T0024	C049	48.715	0.468
T0007,T0020	C049	45.543	0.399
T0011,T0025	C049	41.975	0.374
T0005,T0006	C049	47.508	0.582
T0028,T0014	C049	22.712	0.404
T0000	C050	18.416	0.731
T0001	C050	15.005	0.815
T0002	C050	13.898	0.666
T0003	C050	26.470	0.655
T0005	C050	20.416	0.572
T0006	C050	11.067	0.714
T0007	C050	20.777	0.422
T0008	C050	24.243	0.380
T0009	C050	15.020	0.518
T0010	C050	25.484	0.424
T0011	C050	27.797	0.682
T0013	C050	16.621	0.375
T0014	C050	27.329	0.553
T0015	C050	12.672	0.827
T0016	C050	13.862	0.653
T0017	C050	16.999	0.502
T0018	C050	21.231	0.780
T0019	C050	16.313	0.841
T0020	C050	21.256	0.493
T0021	C050	12.902	0.781
T0022	C050	13.430	0.495
T0023	C050	14.471	0.454
T0024	C050	25.970	0.817
T0025	C050	25.339	0.542
T0026	C050	18.346	0.353
T0028	C050	10.470	0.636
T0029	C050	24.481	0.566
T0030	C050	25.678	0.557
T0032	C050	15.746	0.413
T0033	C050	22.249	0.390
T0015,T0028	C050	40.191	0.734
T0005,T0015	C050	20.801	0.529
T0003,T0002	C050	38.249	0.674
T0021,T0027	C050	38.652	0.542
T0010,T0005	C050	48.649	0.792
T0020,T0008	C050	23.918	0.455
T0002,T0003	C050	44.040	0.396
T0006,T0017	C050	29.854	0.653
T0007,T0017	C050	47.667	0.378
T0024,T0006	C050	25.444	0.618
T0025,T0014	C050	40.552	0.423
T0027,T0023	C050	19.768	0.674
T0029,T0014	C050	25.709	0.713
T0004,T0005	C050	49.083	0.738
T0001,T0009	C050	23.434	0.761
T0019,T0018	C050	22.392	0.545
T0015,T0014	C050	41.386	0.537
T0009,T0027	C050	46.940	0.673
T0015,T0013	C050	32.519	0.657
T0023,T0013	C050	26.757	0.587
T0014,T0006	C050	38.235	0.483
T0011,T0000	C050	22.069	0.369
T0013,T0008	C050	37.596	0.609
T0011,T0000	C050	30.486	0.754
T0004,T0005	C050	27.298	0.790
T0008,T0032	C050	41.482	0.782
T0018,T0031	C050	36.365	0.786
T0031,T0034	C050	28.360	0.564
T0012,T0029	C050	38.392	0.747
T0021,T0029	C050	33.606	0.633
T0000	C051	18.820	0.751
T0001	C051	20.855	0.381
T0002	C051	17.799	0.547
T0003	C051	8.314	0.473
T0004	C051	27.613	0.793
T0005	C051	13.075	0.728
T0007	C051	15.259	0.569
T0008	C051	17.566	0.515
T0009	C051	17.156	0.603
T0010	C051	11.351	0.583
T0011	C051	14.713	0.638
T0012	C051	8.077	0.538
T0013	C051	21.793	0.651
T0014	C051	9.670	0.810
T0015	C051	16.229	0.527
T0016	C051	26.968	0.446
T0017	C051	11.273	0.806
T0018	C051	9.311	0.403
T0019	C051	22.936	0.394
T0020	C051	25.791	0.511
T0021	C051	18.440	0.673
T0022	C051	9.817	0.380
T0024	C051	27.033	0.546
T0025	C051	24.527	0.444
T0026	C051	17.905	0.716
T0027	C051	21.403	0.828
T0028	C051	27.649	0.703
T0030	C051	18.594	0.620
T0031	C051	23.222	0.734
T0033	C051	11.281	0.660
T0034	C051	8.370	0.506
T0002,T0007	C051	19.358	0.361
T0024,T0002	C051	25.161	0.549
T0023,T0016	C051	22.437	0.441
T0013,T0028	C051	43.345	0.463
T0007,T0026	C051	30.124	0.614
T0027,T0008	C051	32.054	0.616
T0026,T0007	C051	30.874	0.367
T0014,T0017	C051	32.304	0.743
T0014,T0033	C051	42.691	0.605
T0032,T0000	C051	38.451	0.788
T0011,T0013	C051	43.672	0.549
T0018,T0030	C051	31.304	0.610
T0015,T0010	C051	46.812	0.646
T0009,T0019	C051	24.124	0.638
T0020,T0006	C051	41.742	0.728
T0012,T0033	C051	29.179	0.467
T0022,T0002	C051	30.473	0.377
T0011,T0030	C051	44.032	0.438
T0021,T0008	C051	43.451	0.749
T0014,T0027	C051	20.280	0.655
T0016,T0021	C051	36.760	0.698
T0015,T0017	C051	49.084	0.685
