task_id_list	station_id	score	willingness
T0019	C027	10.253	0.833
T0020	C027	22.297	0.775
T0021	C027	27.793	0.848
T0022	C027	18.933	0.428
T0023	C027	9.372	0.772
T0024	C027	17.988	0.868
T0025	C027	24.248	0.895
T0027	C027	8.246	0.761
T0006,T0019	C027	20.329	0.743
T0010,T0005	C027	48.650	0.651
T0003,T0020	C027	23.888	0.485
T0025,T0023	C027	25.161	0.474
T0011,T0001	C027	41.238	0.722
T0025,T0006	C027	38.299	0.733
T0015,T0020	C027	48.658	0.545
T0008,T0026	C027	41.743	0.544
T0000	C028	8.134	0.742
T0002	C028	25.579	0.728
T0003	C028	20.957	0.608
T0004	C028	8.704	0.695
T0005	C028	12.000	0.441
T0006	C028	21.901	0.590
T0008	C028	10.402	0.717
T0009	C028	21.832	0.868
T0010	C028	8.142	0.605
T0011	C028	10.440	0.527
T0012	C028	15.195	0.705
T0013	C028	15.786	0.871
T0014	C028	20.158	0.502
T0015	C028	21.163	0.722
T0016	C028	16.969	0.642
T0017	C028	18.852	0.880
T0018	C028	15.671	0.513
T0019	C028	15.514	0.482
T0020	C028	25.505	0.575
T0021	C028	13.535	0.708
T0023	C028	20.943	0.472
T0024	C028	10.775	0.571
T0026	C028	19.852	0.515
T0027	C028	17.006	0.618
T0002,T0020	C028	34.716	0.432
T0026,T0017	C028	43.332	0.584
T0012,T0018	C028	41.906	0.443
T0000,T0015	C028	27.838	0.844
T0000,T0006	C028	43.807	0.821
T0013,T0025	C028	36.804	0.576
T0017,T0009	C028	48.076	0.459
T0012,T0025	C028	40.658	0.567
T0000	C029	26.164	0.420
T0001	C029	13.856	0.775
T0002	C029	21.989	0.862
T0003	C029	15.867	0.826
T0004	C029	10.254	0.890
T0005	C029	25.318	0.581
T0006	C029	27.175	0.849
T0007	C029	25.799	0.899
T0008	C029	21.117	0.880
T0009	C029	16.074	0.682
T0010	C029	23.615	0.431
T0011	C029	13.594	0.561
T0012	C029	11.829	0.624
T0015	C029	15.312	0.747
T0016	C029	24.982	0.499
T0017	C029	14.788	0.401
T0018	C029	8.039	0.564
T0019	C029	27.827	0.719
T0020	C029	22.320	0.516
T0021	C029	22.452	0.828
T0023	C029	14.354	0.599
T0024	C029	22.833	0.631
T0025	C029	11.039	0.791
T0027	C029	20.332	0.481
T0001,T0013	C029	31.248	0.482
T0023,T0006	C029	36.315	0.704
T0020,T0001	C029	29.814	0.820
T0004,T0014	C029	39.645	0.515
T0008,T0017	C029	32.580	0.776
T0003,T0001	C029	38.531	0.412
T0007,T0003	C029	18.953	0.473
T0002,T0005	C029	35.009	0.458
T0000	C030	24.484	0.572
T0001	C030	21.424	0.764
T0003	C030	19.641	0.832
T0004	C030	27.498	0.543
T0005	C030	20.657	0.634
T0006	C030	17.529	0.532
T0007	C030	18.189	0.655
T0008	C030	10.631	0.703
T0009	C030	27.811	0.796
T0010	C030	17.114	0.653
T0011	C030	15.890	0.860
T0012	C030	15.960	0.640
T0013	C030	27.993	0.423
T0014	C030	9.589	0.739
T0015	C030	10.983	0.612
T0016	C030	23.272	0.622
T0017	C030	15.357	0.844
T0018	C030	8.228	0.843
T0019	C030	10.646	0.468
T0021	C030	9.288	0.738
T0022	C030	16.918	0.703
T0023	C030	26.710	0.568
T0024	C030	23.604	0.455
T0025	C030	21.040	0.635
T0027	C030	12.130	0.423
T0019,T0005	C030	33.053	0.536
T0013,T0006	C030	42.782	0.831
T0013,T0005	C030	48.360	0.678
T0010,T0001	C030	41.167	0.807
T0025,T0001	C030	44.129	0.507
T0027,T0017	C030	34.478	0.646
T0009,T0007	C030	23.484	0.633
T0027,T0005	C030	37.039	0.518
T0000	C031	21.488	0.834
T0002	C031	9.252	0.655
T0003	C031	12.869	0.611
T0004	C031	17.717	0.499
T0005	C031	12.506	0.703
T0006	C031	9.797	0.653
T0007	C031	27.577	0.815
T0008	C031	23.646	0.616
T0009	C031	27.589	0.856
T0010	C031	10.466	0.525
T0011	C031	19.219	0.534
T0012	C031	11.077	0.544
T0013	C031	8.893	0.592
T0014	C031	27.389	0.487
T0016	C031	20.724	0.750
T0018	C031	20.592	0.667
T0019	C031	17.793	0.447
T0020	C031	21.990	0.871
T0021	C031	26.653	0.803
T0022	C031	17.593	0.505
T0023	C031	23.576	0.648
T0024	C031	16.387	0.441
T0025	C031	19.081	0.521
T0026	C031	17.757	0.559
T0027	C031	16.766	0.529
T0004,T0011	C031	37.908	0.741
T0021,T0018	C031	21.950	0.554
T0020,T0002	C031	23.640	0.695
T0016,T0002	C031	23.719	0.678
T0009,T0010	C031	36.494	0.804
T0002,T0024	C031	32.514	0.416
T0004,T0024	C031	28.005	0.454
T0016,T0027	C031	31.233	0.632
T0000	C032	21.781	0.685
T0001	C032	24.504	0.446
T0002	C032	8.944	0.480
T0004	C032	16.780	0.633
T0005	C032	13.590	0.789
T0006	C032	24.912	0.802
T0007	C032	18.954	0.447
T0009	C032	13.345	0.784
T0010	C032	21.339	0.607
T0011	C032	12.065	0.631
T0012	C032	21.510	0.453
T0013	C032	11.951	0.666
T0014	C032	8.060	0.894
T0015	C032	15.597	0.479
T0016	C032	27.539	0.489
T0017	C032	24.360	0.869
T0018	C032	10.410	0.482
T0019	C032	26.001	0.855
T0020	C032	10.550	0.576
T0021	C032	20.967	0.760
T0022	C032	16.741	0.628
T0023	C032	15.404	0.628
T0024	C032	22.226	0.563
T0025	C032	10.901	0.423
T0026	C032	15.185	0.416
T0027	C032	16.515	0.871
T0026,T0011	C032	18.966	0.543
T0011,T0003	C032	27.956	0.462
T0018,T0021	C032	44.851	0.572
T0005,T0003	C032	28.919	0.600
T0024,T0007	C032	23.963	0.768
T0002,T0006	C032	24.046	0.542
T0024,T0002	C032	41.579	0.536
T0014,T0015	C032	29.363	0.612
T0000	C033	13.234	0.805
T0002	C033	27.183	0.869
T0003	C033	27.829	0.500
T0004	C033	10.425	0.551
T0005	C033	24.784	0.740
T0006	C033	25.957	0.833
T0007	C033	9.013	0.543
T0008	C033	16.376	0.871
T0009	C033	24.392	0.436
T0010	C033	22.625	0.570
T0011	C033	9.261	0.425
T0012	C033	18.926	0.600
T0013	C033	13.818	0.408
T0014	C033	14.714	0.646
T0015	C033	13.399	0.426
T0016	C033	13.960	0.457
T0017	C033	17.613	0.410
T0019	C033	16.875	0.663
T0020	C033	10.029	0.793
T0021	C033	17.866	0.572
T0022	C033	18.063	0.796
T0023	C033	25.877	0.763
T0024	C033	17.232	0.667
T0025	C033	18.505	0.810
T0027	C033	23.041	0.708
T0019,T0017	C033	47.064	0.422
T0015,T0004	C033	30.012	0.827
T0005,T0018	C033	26.637	0.804
T0024,T0015	C033	21.600	0.685
T0026,T0013	C033	18.225	0.501
T0023,T0012	C033	46.124	0.750
T0008,T0002	C033	31.100	0.608
T0001,T0018	C033	47.914	0.638
T0000	C034	17.590	0.569
T0001	C034	25.707	0.867
T0002	C034	16.913	0.537
T0003	C034	10.196	0.567
T0004	C034	17.456	0.618
T0005	C034	26.804	0.866
T0007	C034	12.567	0.522
T0008	C034	20.866	0.703
T0009	C034	27.835	0.556
T0010	C034	9.816	0.505
T0011	C034	24.815	0.421
T0012	C034	12.847	0.793
T0014	C034	10.048	0.883
T0016	C034	17.453	0.773
T0017	C034	18.187	0.536
T0018	C034	21.245	0.562
T0019	C034	10.935	0.885
T0020	C034	12.526	0.880
T0023	C034	24.972	0.811
T0024	C034	9.486	0.766
T0025	C034	24.756	0.422
T0026	C034	22.612	0.644
T0021,T0014	C034	45.347	0.490
T0010,T0022	C034	31.923	0.427
T0002,T0024	C034	46.802	0.726
T0025,T0012	C034	32.792	0.492
T0014,T0021	C034	44.305	0.722
T0005,T0000	C034	49.585	0.814
T0026,T0007	C034	22.390	0.836
T0026,T0022	C034	36.909	0.460
T0000	C035	21.402	0.753
T0001	C035	14.133	0.488
T0002	C035	20.786	0.574
T0004	C035	18.991	0.426
T0005	C035	17.697	0.437
T0007	C035	17.232	0.788
T0008	C035	20.038	0.485
T0009	C035	15.318	0.431
T0010	C035	14.474	0.646
T0011	C035	11.959	0.417
T0012	C035	12.193	0.850
T0013	C035	22.171	0.677
T0015	C035	19.397	0.558
T0016	C035	25.511	0.688
T0017	C035	22.881	0.446
T0018	C035	15.138	0.423
T0019	C035	21.674	0.688
T0020	C035	14.489	0.662
T0021	C035	21.763	0.569
T0023	C035	21.954	0.579
T0024	C035	25.876	0.876
T0025	C035	24.060	0.898
T0026	C035	14.212	0.589
T0027	C035	12.956	0.448
T0026,T0017	C035	42.808	0.471
T0018,T0003	C035	37.978	0.672
T0004,T0012	C035	48.990	0.630
T0008,T0001	C035	49.390	0.573
T0002,T0023	C035	39.412	0.517
T0006,T0005	C035	27.681	0.673
T0010,T0027	C035	39.269	0.807
T0006,T0023	C035	47.486	0.514
T0000	C036	9.795	0.691
T0001	C036	9.983	0.874
T0002	C036	22.344	0.664
T0003	C036	23.863	0.430
T0005	C036	17.925	0.623
T0006	C036	22.000	0.420
T0007	C036	26.508	0.739
T0008	C036	22.421	0.751
T0009	C036	23.431	0.689
T0010	C036	18.516	0.538
T0011	C036	25.777	0.575
T0012	C036	15.337	0.495
T0013	C036	27.269	0.776
T0015	C036	9.248	0.482
T0016	C036	20.246	0.711
T0018	C036	12.666	0.511
T0019	C036	8.571	0.647
T0020	C036	15.361	0.876
T0021	C036	24.543	0.666
T0022	C036	8.592	0.705
T0024	C036	22.041	0.516
T0025	C036	24.661	0.764
T0026	C036	11.121	0.884
T0006,T0017	C036	33.766	0.769
T0027,T0006	C036	20.144	0.533
T0001,T0000	C036	46.173	0.559
T0002,T0027	C036	29.397	0.492
T0013,T0007	C036	37.715	0.696
T0003,T0011	C036	35.100	0.425
T0014,T0003	C036	43.855	0.518
T0026,T0003	C036	25.810	0.577
T0000	C037	8.072	0.677
T0001	C037	22.296	0.874
T0002	C037	12.471	0.500
T0003	C037	13.628	0.677
T0004	C037	21.878	0.608
T0005	C037	10.413	0.868
T0006	C037	25.623	0.595
T0008	C037	22.521	0.871
T0009	C037	8.084	0.463
T0010	C037	24.071	0.703
T0011	C037	10.291	0.721
T0012	C037	10.673	0.697
T0013	C037	24.018	0.813
T0014	C037	14.080	0.472
T0015	C037	8.567	0.834
T0016	C037	24.170	0.644
T0018	C037	24.582	0.803
T0019	C037	14.907	0.428
T0020	C037	17.468	0.893
T0021	C037	16.623	0.833
T0023	C037	25.651	0.862
T0024	C037	20.335	0.432
T0025	C037	27.050	0.653
T0026	C037	19.384	0.433
T0027	C037	9.602	0.609
T0026,T0006	C037	41.660	0.784
T0014,T0016	C037	32.115	0.425
T0025,T0003	C037	36.234	0.584
T0004,T0021	C037	32.673	0.428
T0003,T0016	C037	20.537	0.591
T0004,T0003	C037	44.474	0.674
T0027,T0014	C037	35.711	0.472
T0008,T0026	C037	37.682	0.825
T0000	C038	18.899	0.411
T0001	C038	9.918	0.775
T0002	C038	9.329	0.479
T0003	C038	14.894	0.822
T0004	C038	17.388	0.506
T0005	C038	9.855	0.814
T0006	C038	20.938	0.575
T0007	C038	11.717	0.500
T0009	C038	22.560	0.681
T0010	C038	11.946	0.772
T0011	C038	12.230	0.675
T0012	C038	19.133	0.413
T0013	C038	8.747	0.767
T0014	C038	19.644	0.524
T0015	C038	11.818	0.736
T0017	C038	11.783	0.843
T0018	C038	20.560	0.763
T0019	C038	19.613	0.521
T0020	C038	20.338	0.450
T0021	C038	13.678	0.895
T0022	C038	11.324	0.836
T0023	C038	12.857	0.459
T0024	C038	24.106	0.548
T0026	C038	8.705	0.486
T0027	C038	19.924	0.546
T0018,T0014	C038	27.991	0.448
T0009,T0000	C038	36.391	0.633
T0014,T0015	C038	23.704	0.755
T0002,T0022	C038	25.294	0.525
T0006,T0000	C038	24.189	0.436
T0016,T0022	C038	23.503	0.689
T0019,T0025	C038	37.989	0.616
T0019,T0004	C038	27.460	0.609
T0000	C039	12.307	0.767
T0001	C039	27.494	0.708
T0002	C039	23.364	0.544
T0003	C039	16.648	0.767
T0004	C039	11.704	0.877
T0006	C039	27.910	0.711
T0007	C039	9.739	0.409
T0008	C039	22.370	0.708
T0009	C039	16.724	0.771
T0010	C039	20.684	0.674
T0011	C039	19.200	0.445
T0012	C039	22.073	0.614
T0014	C039	11.327	0.656
T0015	C039	11.309	0.844
T0016	C039	22.245	0.485
T0017	C039	27.936	0.444
T0019	C039	27.549	0.854
T0020	C039	20.754	0.630
T0021	C039	15.115	0.621
T0023	C039	18.783	0.636
T0024	C039	23.846	0.700
T0025	C039	27.094	0.699
T0026	C039	18.949	0.834
T0027	C039	20.958	0.644
T0009,T0015	C039	23.101	0.504
T0014,T0007	C039	31.502	0.671
T0008,T0014	C039	37.841	0.613
T0025,T0005	C039	25.589	0.840
T0017,T0022	C039	28.720	0.515
T0022,T0013	C039	33.897	0.847
T0019,T0027	C039	37.923	0.572
T0014,T0012	C039	30.832	0.660
T0000	C040	18.959	0.680
T0002	C040	9.847	0.894
T0003	C040	9.055	0.809
T0004	C040	8.588	0.488
T0005	C040	24.875	0.410
T0006	C040	8.254	0.427
T0007	C040	17.820	0.884
T0008	C040	25.094	0.695
T0010	C040	12.799	0.586
T0011	C040	10.198	0.862
T0012	C040	12.005	0.646
T0013	C040	13.468	0.694
T0014	C040	12.827	0.494
T0015	C040	21.753	0.514
T0016	C040	19.721	0.775
T0018	C040	27.928	0.628
T0019	C040	11.552	0.442
T0020	C040	10.060	0.417
T0021	C040	18.850	0.498
T0022	C040	23.342	0.623
T0023	C040	21.588	0.897
T0024	C040	16.901	0.669
T0025	C040	24.764	0.793
T0026	C040	23.602	0.452
T0027	C040	18.150	0.492
T0017,T0008	C040	27.087	0.825
T0013,T0026	C040	41.465	0.705
T0008,T0024	C040	18.316	0.842
T0008,T0003	C040	30.964	0.748
T0010,T0022	C040	31.033	0.431
T0026,T0011	C040	45.053	0.499
T0011,T0000	C040	43.311	0.535
T0026,T0004	C040	32.663	0.662
T0001	C041	14.388	0.660
T0002	C041	18.827	0.660
T0003	C041	22.284	0.646
T0004	C041	23.110	0.615
T0005	C041	9.569	0.578
T0006	C041	26.074	0.598
T0007	C041	22.995	0.468
T0008	C041	14.050	0.764
T0009	C041	17.915	0.485
T0010	C041	17.369	0.625
T0011	C041	18.089	0.805
T0012	C041	8.349	0.685
T0013	C041	18.440	0.512
T0014	C041	13.749	0.794
T0015	C041	16.345	0.718
T0016	C041	17.571	0.631
T0017	C041	15.322	0.500
T0018	C041	25.273	0.847
T0020	C041	19.713	0.435
T0021	C041	20.732	0.475
T0022	C041	15.064	0.850
T0023	C041	26.042	0.403
T0024	C041	17.348	0.653
T0025	C041	19.493	0.850
T0026	C041	19.068	0.845
T0027	C041	16.142	0.739
T0016,T0020	C041	27.067	0.494
T0008,T0013	C041	25.442	0.761
T0013,T0011	C041	26.996	0.764
T0020,T0015	C041	35.238	0.754
T0002,T0025	C041	39.798	0.758
T0020,T0004	C041	20.189	0.534
T0020,T0021	C041	34.744	0.679
T0005,T0016	C041	46.912	0.740
T0000	C042	14.662	0.770
T0001	C042	26.610	0.626
T0002	C042	27.681	0.701
T0003	C042	19.762	0.640
T0004	C042	9.375	0.685
T0006	C042	22.982	0.432
T0008	C042	17.886	0.897
T0009	C042	12.588	0.834
T0010	C042	10.706	0.699
T0011	C042	19.628	0.521
T0012	C042	19.032	0.609
T0013	C042	11.816	0.594
T0014	C042	17.090	0.751
T0015	C042	10.802	0.587
T0016	C042	21.615	0.895
T0017	C042	22.176	0.498
T0018	C042	16.038	0.445
T0019	C042	14.026	0.584
T0020	C042	14.058	0.521
T0021	C042	21.211	0.545
T0022	C042	13.275	0.488
T0024	C042	10.088	0.648
T0025	C042	15.676	0.626
T0026	C042	17.172	0.414
T0027	C042	15.999	0.580
T0024,T0015	C042	20.382	0.590
T0015,T0023	C042	44.942	0.685
T0004,T0021	C042	28.219	0.709
T0004,T0013	C042	36.460	0.736
T0007,T0008	C042	34.888	0.784
T0010,T0011	C042	28.351	0.427
T0023,T0021	C042	39.041	0.810
T0026,T0010	C042	38.256	0.751
T0000	C043	22.272	0.823
T0001	C043	20.547	0.588
T0002	C043	16.385	0.748
T0003	C043	21.563	0.777
T0005	C043	26.438	0.642
T0006	C043	21.523	0.480
T0007	C043	18.301	0.744
T0008	C043	13.643	0.744
T0009	C043	11.841	0.881
T0010	C043	18.563	0.836
T0011	C043	17.111	0.823
T0012	C043	16.716	0.468
T0013	C043	10.966	0.452
T0015	C043	27.973	0.666
T0016	C043	19.403	0.798
T0017	C043	14.452	0.520
T0018	C043	23.031	0.569
T0019	C043	15.314	0.751
T0020	C043	23.636	0.552
T0022	C043	24.065	0.839
T0023	C043	23.912	0.714
T0024	C043	26.060	0.625
T0025	C043	24.480	0.645
T0026	C043	24.741	0.752
T0027	C043	20.472	0.888
T0024,T0019	C043	28.589	0.631
T0016,T0023	C043	30.404	0.578
T0024,T0014	C043	18.816	0.611
T0008,T0017	C043	40.425	0.467
T0002,T0016	C043	37.696	0.605
T0021,T0001	C043	47.749	0.677
T0015,T0009	C043	34.350	0.585
T0005,T0010	C043	24.314	0.758
T0000	C044	8.769	0.708
T0001	C044	21.023	0.490
T0003	C044	18.166	0.630
T0004	C044	13.337	0.493
T0005	C044	8.823	0.723
T0006	C044	13.032	0.876
T0007	C044	17.128	0.864
T0008	C044	17.317	0.773
T0009	C044	14.163	0.435
T0010	C044	22.959	0.700
T0011	C044	22.886	0.488
T0012	C044	20.437	0.718
T0013	C044	15.299	0.766
T0014	C044	8.772	0.607
T0016	C044	12.599	0.441
T0017	C044	24.852	0.751
T0018	C044	23.016	0.405
T0019	C044	14.402	0.878
T0020	C044	11.216	0.767
T0021	C044	13.360	0.438
T0025	C044	9.700	0.770
T0026	C044	24.630	0.780
T0027	C044	27.533	0.631
T0014,T0005	C044	38.391	0.755
T0018,T0014	C044	48.110	0.522
T0015,T0027	C044	29.078	0.413
T0019,T0014	C044	37.832	0.832
T0017,T0023	C044	34.835	0.499
T0021,T0022	C044	32.029	0.497
T0008,T0011	C044	47.294	0.530
T0002,T0010	C044	48.309	0.817
T0000	C045	26.634	0.470
T0001	C045	20.962	0.878
T0002	C045	17.546	0.830
T0003	C045	15.184	0.618
T0004	C045	20.948	0.707
T0005	C045	27.801	0.645
T0006	C045	9.733	0.464
T0007	C045	19.412	0.531
T0008	C045	27.818	0.891
T0009	C045	16.695	0.587
T0012	C045	15.530	0.715
T0013	C045	23.279	0.550
T0014	C045	8.087	0.576
T0015	C045	27.429	0.859
T0016	C045	27.025	0.781
T0017	C045	24.936	0.646
T0018	C045	27.808	0.521
T0019	C045	14.464	0.688
T0020	C045	14.136	0.679
T0021	C045	24.945	0.851
T0022	C045	9.144	0.542
T0025	C045	20.350	0.714
T0026	C045	17.304	0.485
T0027	C045	23.444	0.578
T0009,T0024	C045	21.918	0.433
T0006,T0020	C045	33.253	0.790
T0019,T0004	C045	36.748	0.577
T0012,T0009	C045	41.077	0.677
T0012,T0024	C045	21.722	0.432
T0015,T0013	C045	25.028	0.668
T0018,T0006	C045	30.775	0.557
T0004,T0017	C045	40.262	0.567
T0000	C046	24.376	0.438
T0001	C046	15.058	0.866
T0002	C046	11.940	0.629
T0003	C046	18.283	0.435
T0004	C046	18.166	0.669
T0005	C046	19.667	0.556
T0006	C046	9.047	0.821
T0007	C046	11.457	0.545
T0008	C046	9.900	0.856
T0009	C046	16.212	0.436
T0010	C046	27.231	0.493
T0011	C046	18.937	0.720
T0012	C046	12.383	0.702
T0013	C046	8.554	0.747
T0015	C046	25.103	0.506
T0016	C046	20.001	0.708
T0017	C046	19.061	0.517
T0018	C046	9.692	0.429
T0019	C046	9.726	0.838
T0021	C046	27.319	0.712
T0022	C046	15.666	0.581
T0023	C046	9.344	0.522
T0024	C046	16.967	0.641
T0025	C046	26.485	0.843
T0026	C046	24.034	0.577
T0027	C046	23.557	0.576
T0023,T0004	C046	29.243	0.478
T0013,T0003	C046	27.347	0.414
T0015,T0025	C046	43.879	0.669
T0003,T0023	C046	29.896	0.612
T0000,T0022	C046	33.206	0.787
T0025,T0021	C046	47.628	0.605
T0011,T0016	C046	27.602	0.486
T0016,T0018	C046	27.973	0.721
T0000	C047	8.041	0.504
T0001	C047	15.924	0.740
T0002	C047	10.227	0.745
T0004	C047	20.322	0.707
T0005	C047	18.108	0.653
T0008	C047	24.263	0.734
T0009	C047	27.959	0.436
T0010	C047	12.642	0.809
T0012	C047	17.709	0.845
T0013	C047	19.738	0.847
T0015	C047	27.316	0.546
T0016	C047	23.061	0.547
T0017	C047	26.108	0.796
T0019	C047	20.528	0.770
T0021	C047	13.603	0.450
T0022	C047	13.180	0.685
T0023	C047	10.972	0.443
T0024	C047	24.295	0.462
T0025	C047	27.604	0.580
T0026	C047	24.216	0.412
T0024,T0019	C047	41.560	0.554
T0015,T0016	C047	19.963	0.437
T0020,T0027	C047	22.770	0.485
T0014,T0001	C047	43.248	0.654
T0021,T0017	C047	19.659	0.490
T0018,T0010	C047	41.187	0.441
T0002,T0001	C047	28.062	0.587
T0010,T0018	C047	23.447	0.433
T0000	C048	27.072	0.717
T0002	C048	20.317	0.582
T0003	C048	19.971	0.707
T0006	C048	16.752	0.443
T0007	C048	12.483	0.749
T0008	C048	8.155	0.844
T0009	C048	13.370	0.660
T0010	C048	23.444	0.758
T0011	C048	20.416	0.464
T0012	C048	9.867	0.541
T0013	C048	18.890	0.727
T0015	C048	15.001	0.505
T0016	C048	15.346	0.506
T0017	C048	16.412	0.818
T0018	C048	24.273	0.636
T0019	C048	13.110	0.605
T0020	C048	9.685	0.627
T0021	C048	13.816	0.569
T0022	C048	19.528	0.420
T0023	C048	13.273	0.491
T0024	C048	21.729	0.844
T0025	C048	11.756	0.557
T0026	C048	24.680	0.817
T0000,T0001	C048	18.875	0.551
T0013,T0010	C048	18.202	0.558
T0004,T0000	C048	45.961	0.495
T0010,T0001	C048	23.596	0.782
T0003,T0009	C048	32.066	0.499
T0007,T0003	C048	49.826	0.721
T0023,T0024	C048	29.365	0.840
T0018,T0020	C048	42.165	0.638
T0000	C049	10.199	0.539
T0001	C049	20.586	0.662
T0002	C049	8.305	0.445
T0004	C049	27.597	0.742
T0005	C049	21.288	0.897
T0006	C049	14.300	0.773
T0007	C049	9.772	0.855
T0008	C049	8.041	0.706
T0009	C049	26.365	0.764
T0010	C049	23.738	0.717
T0011	C049	16.557	0.800
T0012	C049	27.471	0.783
T0015	C049	27.225	0.711
T0016	C049	24.508	0.569
T0017	C049	16.801	0.835
T0018	C049	18.611	0.798
T0019	C049	27.897	0.578
T0020	C049	11.921	0.642
T0021	C049	26.172	0.649
T0022	C049	26.699	0.689
T0023	C049	15.411	0.583
T0024	C049	24.573	0.894
T0025	C049	14.230	0.477
T0026	C049	13.959	0.532
T0027	C049	19.448	0.878
T0025,T0002	C049	21.852	0.596
T0012,T0014	C049	42.204	0.543
T0002,T0015	C049	24.217	0.584
T0009,T0020	C049	33.949	0.739
T0018,T0006	C049	45.290	0.839
T0023,T0012	C049	41.589	0.441
T0013,T0001	C049	33.653	0.447
T0004,T0011	C049	21.049	0.800
T0000	C050	12.119	0.578
T0001	C050	10.550	0.857
T0002	C050	9.586	0.568
T0003	C050	11.572	0.524
T0004	C050	19.629	0.755
T0005	C050	23.876	0.804
T0006	C050	22.254	0.653
T0008	C050	9.060	0.856
T0009	C050	12.916	0.761
T0010	C050	12.616	0.483
T0011	C050	22.958	0.724
T0012	C050	27.576	0.854
T0013	C050	19.060	0.893
T0015	C050	26.152	0.745
T0016	C050	13.872	0.707
T0017	C050	21.919	0.708
T0018	C050	15.823	0.697
T0019	C050	25.185	0.845
T0021	C050	19.998	0.870
T0022	C050	13.161	0.728
T0023	C050	18.565	0.482
T0024	C050	23.562	0.725
T0025	C050	26.413	0.474
T0027	C050	15.306	0.884
T0000,T0022	C050	29.526	0.843
T0012,T0008	C050	35.844	0.722
T0026,T0022	C050	21.990	0.642
T0011,T0012	C050	26.066	0.778
T0007,T0027	C050	40.219	0.439
T0003,T0016	C050	33.911	0.844
T0019,T0021	C050	24.277	0.583
T0024,T0016	C050	19.291	0.759
T0000	C051	24.594	0.628
T0001	C051	22.646	0.439
T0002	C051	8.612	0.404
T0003	C051	20.818	0.780
T0004	C051	8.073	0.522
T0005	C051	17.032	0.597
T0006	C051	18.394	0.895
T0007	C051	19.197	0.565
T0008	C051	22.452	0.698
T0009	C051	8.702	0.777
T0011	C051	8.750	0.512
T0012	C051	22.710	0.547
T0013	C051	16.393	0.843
T0014	C051	27.064	0.845
T0015	C051	9.686	0.446
T0016	C051	10.245	0.720
T0017	C051	20.583	0.463
T0019	C051	21.791	0.798
T0021	C051	22.985	0.610
T0022	C051	18.777	0.638
T0023	C051	24.459	0.752
T0024	C051	27.285	0.570
T0027	C051	12.912	0.493
T0026,T0024	C051	29.251	0.726
T0021,T0011	C051	37.937	0.472
T0006,T0015	C051	44.668	0.826
T0003,T0013	C051	40.427	0.647
T0002,T0014	C051	38.624	0.760
T0027,T0003	C051	28.246	0.810
T0001,T0026	C051	46.439	0.409
T0023,T0021	C051	48.395	0.545
T0000	C052	16.277	0.433
T0001	C052	17.873	0.801
T0002	C052	11.261	0.515
T0003	C052	8.466	0.411
T0004	C052	15.732	0.823
T0006	C052	22.842	0.579
T0007	C052	21.191	0.435
T0008	C052	16.469	0.630
T0009	C052	21.813	0.601
T0010	C052	24.547	0.740
T0011	C052	10.758	0.536
T0013	C052	25.586	0.882
T0014	C052	15.378	0.773
T0015	C052	27.050	0.651
T0016	C052	21.694	0.715
T0017	C052	19.367	0.614
T0018	C052	23.486	0.503
T0019	C052	13.125	0.881
T0020	C052	16.999	0.882
T0021	C052	25.180	0.652
T0022	C052	15.443	0.442
T0023	C052	17.018	0.640
T0025	C052	11.317	0.489
T0026	C052	18.318	0.605
T0027	C052	16.196	0.739
T0018,T0000	C052	19.555	0.623
T0008,T0026	C052	36.643	0.608
T0024,T0017	C052	48.864	0.734
T0019,T0011	C052	34.242	0.451
T0023,T0014	C052	24.300	0.571
T0018,T0000	C052	26.473	0.788
T0017,T0016	C052	49.126	0.410
T0014,T0015	C052	28.329	0.659
T0000	C053	19.818	0.870
T0001	C053	15.409	0.775
T0002	C053	13.377	0.861
T0003	C053	9.499	0.669
T0006	C053	20.214	0.656
T0007	C053	11.300	0.621
T0008	C053	19.081	0.891
T0009	C053	18.870	0.696
T0010	C053	26.140	0.816
T0011	C053	26.035	0.739
T0012	C053	22.895	0.611
T0013	C053	18.093	0.715
T0016	C053	15.744	0.757
T0017	C053	9.904	0.655
T0018	C053	20.960	0.484
T0019	C053	13.040	0.540
T0020	C053	25.265	0.721
T0021	C053	23.232	0.595
T0022	C053	21.028	0.503
T0023	C053	26.421	0.840
T0024	C053	26.313	0.512
T0025	C053	20.343	0.573
T0026	C053	20.161	0.668
T0027	C053	18.229	0.708
T0024,T0023	C053	30.124	0.659
T0016,T0015	C053	27.657	0.522
T0015,T0002	C053	20.343	0.423
T0002,T0007	C053	43.927	0.678
T0017,T0015	C053	49.399	0.626
T0006,T0004	C053	29.228	0.763
T0017,T0011	C053	23.108	0.611
T0026,T0021	C053	32.151	0.660
T0000	C054	26.715	0.453
T0001	C054	9.314	0.666
T0002	C054	27.017	0.619
T0003	C054	8.586	0.518
T0005	C054	8.766	0.530
T0006	C054	18.549	0.591
T0007	C054	17.489	0.635
T0008	C054	18.362	0.688
T0009	C054	22.800	0.627
T0010	C054	26.859	0.459
T0011	C054	16.338	0.606
T0012	C054	25.215	0.551
T0013	C054	20.185	0.465
T0014	C054	10.655	0.671
T0015	C054	25.083	0.870
T0016	C054	17.175	0.733
T0017	C054	26.886	0.647
T0019	C054	15.774	0.748
T0020	C054	17.905	0.829
T0021	C054	16.265	0.754
