task_id_list	station_id	score	willingness
T0019	C049	13.202	0.172
T0020	C049	16.110	0.180
T0021	C049	17.826	0.320
T0000	C050	26.308	0.207
T0001	C050	17.949	0.347
T0003	C050	18.857	0.118
T0005	C050	17.064	0.142
T0006	C050	23.591	0.167
T0007	C050	19.249	0.224
T0008	C050	9.382	0.194
T0009	C050	16.400	0.104
T0010	C050	12.294	0.291
T0011	C050	29.581	0.172
T0012	C050	8.417	0.223
T0013	C050	25.184	0.267
T0014	C050	9.167	0.332
T0015	C050	13.160	0.143
T0016	C050	22.408	0.179
T0017	C050	8.241	0.248
T0018	C050	10.634	0.160
T0019	C050	23.622	0.134
T0021	C050	23.742	0.180
T0001	C051	22.010	0.346
T0002	C051	11.868	0.133
T0003	C051	10.629	0.321
T0004	C051	18.479	0.192
T0005	C051	17.616	0.281
T0006	C051	27.072	0.311
T0008	C051	11.793	0.205
T0009	C051	15.840	0.243
T0010	C051	26.143	0.183
T0011	C051	25.982	0.122
T0012	C051	17.344	0.211
T0013	C051	16.632	0.292
T0016	C051	9.629	0.191
T0017	C051	8.619	0.295
T0018	C051	25.159	0.269
T0019	C051	15.527	0.212
T0020	C051	8.254	0.205
T0021	C051	13.600	0.297
T0000	C052	17.040	0.106
T0001	C052	13.790	0.125
T0002	C052	27.920	0.164
T0003	C052	27.528	0.230
T0004	C052	11.434	0.107
T0006	C052	11.997	0.261
T0007	C052	24.437	0.194
T0008	C052	19.757	0.121
T0009	C052	22.392	0.112
T0010	C052	13.937	0.280
T0012	C052	26.897	0.278
T0013	C052	17.810	0.311
T0014	C052	19.136	0.280
T0015	C052	18.119	0.230
T0016	C052	23.236	0.168
T0017	C052	18.134	0.126
T0018	C052	29.104	0.240
T0019	C052	16.127	0.213
T0020	C052	13.975	0.337
T0021	C052	12.687	0.265
T0000	C053	15.773	0.240
T0001	C053	14.666	0.113
T0003	C053	17.204	0.228
T0005	C053	13.320	0.171
T0006	C053	11.197	0.325
T0007	C053	24.153	0.169
T0008	C053	28.074	0.158
T0010	C053	23.790	0.335
T0011	C053	28.489	0.199
T0012	C053	28.338	0.251
T0013	C053	11.295	0.234
T0014	C053	9.268	0.304
T0015	C053	27.888	0.192
T0016	C053	17.315	0.307
T0018	C053	13.537	0.232
T0019	C053	15.947	0.102
T0020	C053	28.516	0.292
T0021	C053	21.543	0.110
T0000	C054	21.482	0.280
T0001	C054	17.562	0.304
T0002	C054	9.704	0.129
T0004	C054	9.402	0.241
T0005	C054	17.384	0.293
T0006	C054	17.280	0.333
T0009	C054	29.401	0.240
T0010	C054	29.687	0.131
T0012	C054	9.720	0.218
T0013	C054	20.878	0.304
T0014	C054	23.962	0.180
T0016	C054	23.181	0.133
T0018	C054	12.588	0.205
T0019	C054	15.100	0.218
T0020	C054	13.436	0.130
T0021	C054	23.680	0.270
T0000	C055	22.466	0.309
T0001	C055	12.026	0.111
T0003	C055	14.014	0.285
T0004	C055	21.861	0.190
T0005	C055	16.412	0.196
T0006	C055	24.205	0.315
T0007	C055	9.644	0.163
T0008	C055	15.833	0.103
T0009	C055	17.555	0.117
T0010	C055	19.171	0.312
T0011	C055	26.120	0.321
T0012	C055	25.796	0.224
T0013	C055	12.777	0.256
T0014	C055	26.933	0.145
T0015	C055	26.527	0.307
T0017	C055	9.546	0.346
T0018	C055	27.020	0.202
T0019	C055	19.920	0.236
T0020	C055	20.922	0.142
T0021	C055	10.074	0.313
T0000	C056	16.017	0.248
T0001	C056	27.679	0.298
T0002	C056	17.438	0.285
T0003	C056	21.998	0.184
T0004	C056	21.029	0.325
T0005	C056	25.610	0.154
T0006	C056	13.107	0.332
T0007	C056	14.327	0.217
T0008	C056	22.552	0.130
T0009	C056	23.842	0.136
T0010	C056	26.125	0.100
T0011	C056	12.129	0.309
T0012	C056	17.448	0.235
T0014	C056	12.254	0.200
T0015	C056	10.926	0.209
T0016	C056	9.429	0.183
T0017	C056	28.037	0.103
T0018	C056	21.493	0.158
T0019	C056	15.508	0.348
T0020	C056	15.767	0.145
T0021	C056	25.014	0.279
T0000	C057	19.357	0.334
T0001	C057	20.033	0.339
T0002	C057	18.422	0.299
T0003	C057	14.460	0.200
T0004	C057	16.226	0.188
T0005	C057	9.676	0.165
T0007	C057	25.748	0.101
T0008	C057	19.342	0.178
T0011	C057	11.021	0.330
T0012	C057	19.417	0.115
T0013	C057	23.151	0.271
T0014	C057	15.331	0.169
T0015	C057	17.201	0.253
T0016	C057	15.436	0.156
T0017	C057	28.608	0.146
T0018	C057	22.217	0.158
T0019	C057	26.396	0.137
T0020	C057	9.988	0.304
T0021	C057	8.025	0.170
T0000	C058	18.446	0.137
T0001	C058	23.316	0.168
T0002	C058	13.606	0.105
T0003	C058	14.029	0.265
T0004	C058	15.050	0.171
T0005	C058	18.466	0.112
T0006	C058	14.881	0.128
T0007	C058	23.316	0.222
T0008	C058	24.005	0.195
T0010	C058	13.275	0.288
T0011	C058	15.797	0.299
T0012	C058	11.159	0.111
T0013	C058	14.018	0.139
T0014	C058	25.015	0.170
T0017	C058	12.933	0.336
T0018	C058	26.625	0.327
T0019	C058	16.254	0.324
T0020	C058	10.183	0.110
T0021	C058	14.754	0.337
T0000	C059	16.751	0.278
T0001	C059	26.331	0.262
T0005	C059	16.771	0.233
T0006	C059	13.603	0.230
T0007	C059	16.536	0.121
T0009	C059	18.559	0.187
T0010	C059	25.165	0.335
T0011	C059	28.628	0.192
T0012	C059	15.435	0.341
T0013	C059	12.950	0.292
T0014	C059	9.441	0.192
T0015	C059	18.004	0.158
T0016	C059	14.322	0.144
T0017	C059	13.014	0.148
T0020	C059	19.649	0.124
T0021	C059	19.290	0.336
T0000	C060	18.007	0.298
T0001	C060	20.905	0.165
T0002	C060	26.105	0.321
T0003	C060	9.920	0.264
T0004	C060	14.626	0.150
T0005	C060	17.292	0.202
T0007	C060	26.828	0.136
T0008	C060	17.750	0.199
T0009	C060	10.929	0.155
T0010	C060	12.227	0.311
T0011	C060	21.844	0.274
T0012	C060	8.229	0.120
T0014	C060	29.417	0.181
T0015	C060	22.274	0.312
T0016	C060	18.632	0.189
T0017	C060	27.935	0.326
T0018	C060	11.060	0.318
T0019	C060	24.437	0.204
T0020	C060	24.411	0.126
T0000	C061	15.527	0.101
T0001	C061	22.299	0.123
T0002	C061	9.333	0.103
T0003	C061	12.961	0.288
T0004	C061	19.109	0.332
T0006	C061	25.044	0.273
T0007	C061	25.259	0.109
T0008	C061	27.923	0.263
T0009	C061	22.497	0.203
T0010	C061	16.314	0.178
T0011	C061	27.351	0.342
T0012	C061	27.665	0.326
T0013	C061	20.038	0.124
T0014	C061	17.745	0.276
T0015	C061	15.072	0.221
T0016	C061	10.716	0.143
T0017	C061	15.074	0.347
T0018	C061	24.612	0.262
T0020	C061	9.361	0.182
T0021	C061	22.210	0.314
T0000	C062	26.455	0.199
T0001	C062	20.826	0.189
T0002	C062	8.562	0.334
T0004	C062	22.233	0.284
T0005	C062	13.345	0.262
T0008	C062	11.623	0.178
T0009	C062	20.415	0.325
T0010	C062	20.852	0.207
T0011	C062	13.830	0.346
T0013	C062	23.107	0.156
T0014	C062	8.541	0.104
T0015	C062	29.585	0.244
T0016	C062	10.011	0.104
T0017	C062	10.980	0.184
T0018	C062	13.029	0.256
T0019	C062	10.989	0.293
T0020	C062	21.840	0.171
T0021	C062	8.219	0.168
T0001	C063	22.004	0.153
T0002	C063	17.338	0.214
T0003	C063	19.619	0.206
T0004	C063	24.685	0.322
T0005	C063	14.701	0.293
T0006	C063	19.266	0.253
T0007	C063	23.945	0.245
T0009	C063	9.467	0.316
T0010	C063	25.637	0.287
T0011	C063	15.934	0.316
T0012	C063	16.959	0.142
T0013	C063	13.067	0.180
T0014	C063	21.652	0.340
T0015	C063	22.618	0.103
T0016	C063	19.755	0.294
T0017	C063	22.167	0.228
T0018	C063	17.551	0.306
T0020	C063	19.036	0.276
T0021	C063	29.342	0.334
T0000	C064	23.129	0.126
T0002	C064	8.570	0.103
T0003	C064	25.196	0.254
T0004	C064	13.351	0.221
T0006	C064	8.971	0.152
T0007	C064	27.036	0.312
T0009	C064	14.953	0.115
T0010	C064	15.569	0.197
T0011	C064	24.018	0.315
T0012	C064	25.981	0.173
T0013	C064	25.528	0.122
T0014	C064	29.837	0.218
T0015	C064	24.983	0.323
T0016	C064	25.732	0.132
T0018	C064	16.481	0.104
T0019	C064	16.598	0.129
T0020	C064	29.926	0.172
T0021	C064	20.859	0.255
T0000	C065	18.661	0.307
T0001	C065	23.003	0.232
T0002	C065	13.034	0.337
T0003	C065	18.932	0.225
T0004	C065	21.929	0.155
T0006	C065	25.180	0.277
T0007	C065	15.119	0.344
T0008	C065	11.605	0.302
T0009	C065	9.339	0.321
T0010	C065	17.263	0.124
T0011	C065	19.841	0.305
T0014	C065	16.824	0.335
T0015	C065	14.954	0.241
T0016	C065	20.488	0.129
T0017	C065	8.454	0.207
T0018	C065	25.939	0.164
T0019	C065	23.772	0.149
T0020	C065	19.658	0.136
T0021	C065	29.940	0.177
T0000	C066	20.017	0.338
T0002	C066	16.402	0.302
T0003	C066	19.210	0.242
T0004	C066	8.837	0.324
T0005	C066	17.770	0.240
T0006	C066	27.624	0.121
T0007	C066	8.080	0.236
T0008	C066	18.522	0.192
T0010	C066	28.127	0.235
T0011	C066	23.245	0.222
T0012	C066	10.849	0.340
T0013	C066	8.723	0.288
T0014	C066	9.039	0.347
T0015	C066	19.155	0.278
T0016	C066	15.658	0.219
T0017	C066	28.954	0.320
T0019	C066	18.500	0.189
T0000	C067	25.287	0.187
T0001	C067	18.394	0.325
T0002	C067	25.920	0.310
T0003	C067	14.561	0.328
T0004	C067	19.110	0.121
T0005	C067	27.496	0.303
T0007	C067	19.445	0.141
T0008	C067	27.950	0.185
T0010	C067	25.637	0.148
T0012	C067	9.772	0.243
T0013	C067	23.639	0.201
T0014	C067	12.486	0.182
T0015	C067	12.977	0.111
T0016	C067	19.918	0.252
T0017	C067	21.442	0.183
T0018	C067	8.295	0.293
T0020	C067	22.021	0.346
T0021	C067	10.090	0.227
T0000	C068	19.789	0.221
T0001	C068	18.125	0.319
T0002	C068	22.430	0.123
T0003	C068	13.767	0.300
T0004	C068	21.946	0.227
T0006	C068	19.265	0.225
T0007	C068	28.704	0.186
T0008	C068	12.579	0.280
T0010	C068	29.038	0.156
T0012	C068	12.705	0.123
T0013	C068	17.208	0.222
T0014	C068	13.030	0.164
T0015	C068	11.548	0.210
T0016	C068	13.992	0.134
T0017	C068	9.911	0.315
T0018	C068	12.990	0.102
T0019	C068	8.488	0.289
T0020	C068	23.188	0.150
T0021	C068	13.620	0.248
T0001	C069	11.519	0.161
T0002	C069	26.257	0.299
T0003	C069	20.912	0.189
T0004	C069	14.963	0.336
T0005	C069	14.973	0.256
T0006	C069	10.467	0.211
T0007	C069	16.075	0.171
T0008	C069	21.272	0.167
T0009	C069	19.248	0.110
T0010	C069	26.062	0.153
T0011	C069	9.665	0.222
T0012	C069	22.308	0.101
T0013	C069	16.883	0.330
T0014	C069	26.946	0.233
T0016	C069	27.118	0.164
T0017	C069	19.582	0.205
T0020	C069	13.417	0.158
T0021	C069	15.063	0.155
T0000	C070	13.805	0.175
T0001	C070	14.804	0.338
T0002	C070	21.582	0.339
T0004	C070	9.036	0.183
T0005	C070	29.947	0.107
T0006	C070	25.437	0.166
T0007	C070	27.089	0.123
T0008	C070	18.403	0.293
T0009	C070	22.581	0.103
T0010	C070	17.500	0.187
T0011	C070	12.621	0.349
T0012	C070	18.949	0.190
T0014	C070	28.488	0.148
T0016	C070	21.185	0.159
T0017	C070	12.866	0.297
T0018	C070	27.762	0.347
T0019	C070	11.803	0.304
T0020	C070	25.835	0.331
T0021	C070	8.883	0.303
T0000	C071	22.936	0.305
T0002	C071	26.531	0.328
T0003	C071	16.137	0.329
T0004	C071	27.828	0.196
T0005	C071	8.780	0.126
T0007	C071	24.060	0.219
T0008	C071	19.516	0.136
T0009	C071	21.966	0.139
T0011	C071	20.410	0.318
T0012	C071	11.200	0.126
T0013	C071	17.003	0.124
T0014	C071	22.641	0.106
T0015	C071	28.706	0.163
T0017	C071	12.409	0.112
T0018	C071	20.480	0.292
T0019	C071	23.892	0.127
T0020	C071	8.733	0.299
T0021	C071	18.193	0.323
T0001	C072	16.513	0.318
T0002	C072	12.723	0.214
T0006	C072	11.593	0.323
T0007	C072	21.254	0.197
T0008	C072	16.071	0.194
T0009	C072	23.976	0.350
T0010	C072	10.889	0.269
T0011	C072	27.659	0.216
T0012	C072	18.470	0.162
T0013	C072	25.787	0.316
T0014	C072	20.393	0.150
T0016	C072	22.317	0.279
T0017	C072	20.830	0.130
T0018	C072	14.238	0.120
T0019	C072	22.932	0.331
T0020	C072	18.473	0.272
T0021	C072	14.812	0.193
T0000	C073	15.958	0.292
T0001	C073	14.786	0.173
T0002	C073	11.468	0.199
T0003	C073	22.517	0.348
T0004	C073	14.695	0.160
T0005	C073	10.722	0.301
T0006	C073	8.920	0.226
T0007	C073	12.258	0.176
T0008	C073	29.965	0.251
T0009	C073	8.713	0.181
T0010	C073	17.307	0.212
T0011	C073	11.609	0.333
T0013	C073	28.424	0.242
T0014	C073	17.706	0.266
T0015	C073	23.546	0.299
T0016	C073	15.584	0.301
T0018	C073	11.649	0.102
T0019	C073	11.974	0.150
T0020	C073	14.971	0.142
T0000	C074	8.286	0.330
T0001	C074	24.460	0.180
T0002	C074	8.834	0.331
T0003	C074	17.782	0.166
T0004	C074	16.289	0.302
T0005	C074	19.851	0.345
T0006	C074	28.973	0.112
T0008	C074	29.933	0.275
T0009	C074	24.918	0.142
T0010	C074	24.290	0.142
T0011	C074	26.493	0.147
T0012	C074	18.366	0.149
T0014	C074	13.776	0.325
T0016	C074	29.442	0.127
T0017	C074	20.870	0.161
T0018	C074	15.025	0.269
T0019	C074	17.422	0.267
T0020	C074	9.821	0.223
